host_since,host_is_superhost,host_total_listings_count,host_verifications,host_identity_verified,latitude,longitude,accommodates,bathrooms_text,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month,Bijlmer-Centrum,Bijlmer-Oost,Bos en Lommer,Buitenveldert - Zuidas,Centrum-Oost,Centrum-West,De Aker - Nieuw Sloten,De Baarsjes - Oud-West,De Pijp - Rivierenbuurt,Gaasperdam - Driemond,Geuzenveld - Slotermeer,IJburg - Zeeburgereiland,Noord-Oost,Noord-West,Oostelijk Havengebied - Indische Buurt,Osdorp,Oud-Noord,Oud-Oost,Slotervaart,Watergraafsmeer,Westerpark,Zuid,Entire home/apt,Hotel room,Private room,Shared room
2021,0,20,2,1,52.36444,4.88127,4,1.0,24,60.0,1,5,4.4,1,1.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,1,3,0,52.3494,4.81515,2,1.5,24,55.0,2,13,4.38,0,0.42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,4,9,1,52.36557,4.88776,2,1.0,40,107.0,2,234,4.68,1,4.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,0,0,1,1,52.3776,4.89005,2,1.5,37,65.0,1,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1,1,8,1,52.33211,4.90139,4,2.0,36,95.0,2,209,4.93,1,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2014,1,3,3,1,52.36425,4.89931,2,1.5,34,65.0,2,213,4.83,0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,8,1,52.33312,4.80405,2,1.0,35,85.0,2,167,4.94,1,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,1,3,1,52.35733,4.85953,2,1.0,27,140.0,5,3,5.0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013,0,1,4,1,52.38035,4.85353,3,1.0,39,225.0,3,39,4.85,0,0.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,2,6,1,52.37088,4.86814,4,2.5,42,445.0,3,35,4.82,0,0.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,0,6,1,52.36937,4.91548,2,1.5,43,155.0,3,5,4.8,0,1.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,1,0,2,1,52.34069,4.90603,2,1.5,17,49.0,2,34,4.82,1,1.94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,3,6,1,52.35431,4.92693,2,1.0,11,110.0,5,1,5.0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2015,1,1,3,0,52.39007,4.91341,2,1.0,21,150.0,2,16,4.75,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016,0,1,4,1,52.37334,4.87243,4,1.0,15,110.0,2,4,5.0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,1,1,8,1,52.35589,4.90957,2,1.0,21,115.0,2,66,4.89,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,0,2,8,1,52.39271,4.94406,2,1.0,30,113.0,10,16,4.88,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016,0,0,7,1,52.35705,4.89023,1,1.5,10,60.0,2,3,5.0,1,0.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,4,1,52.34736,4.85646,3,1.0,45,210.0,4,14,4.92,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2016,0,1,3,1,52.36795,4.89861,2,1.0,38,250.0,3,45,4.87,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,2,1,52.35944,4.82482,2,1.5,34,158.0,2,5,5.0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021,0,0,1,1,52.34219116611997,4.906892339804989,4,1.0,1,120.0,20,0,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,1,8,1,52.35943,4.89156,2,1.0,13,101.0,2,2,5.0,0,0.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,21,4,1,52.36695,4.86018,4,1.0,9,117.0,1,8,4.88,1,0.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,1,4,0,52.35977,4.90936,2,1.5,23,120.0,2,67,4.85,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013,0,1,4,1,52.3682,4.86603,4,3.0,16,150.0,2,55,4.94,0,0.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,0,4,1,52.29103,4.99251,4,1.0,11,97.0,15,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,0,5,1,52.38391217806503,4.856359015499794,4,1.0,40,140.0,5,0,0.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,17,7,1,52.37515,4.89412,2,1.0,11,48.0,1,4,3.5,1,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,35,4,0,52.36831,4.89463,2,1.0,1,61.0,3,33,4.61,1,1.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,3,4,1,52.36188,4.89629,4,1.0,26,357.0,5,14,5.0,1,0.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,1,3,0,52.3532,5.00861,2,1.5,36,95.0,2,24,4.96,1,0.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,3,0,52.37858,4.88252,3,1.0,40,125.0,4,11,4.82,0,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,0,0,2,0,52.36022,4.91218,4,1.5,16,180.0,3,6,4.67,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2020,1,0,7,0,52.36772,4.88426,2,1.0,8,56.0,3,7,4.14,1,0.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,1,1,2,0,52.38277,4.87186,2,1.0,28,80.0,2,42,4.95,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,0,0,6,1,52.37387,4.90082,6,1.5,47,342.0,1,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,0,5,1,52.37396,4.90615,2,1.0,15,175.0,3,11,5.0,0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,2,3,0,52.3748,4.83992,2,1.0,19,121.0,2,13,4.77,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,10,1,52.36362,4.87453,4,1.0,26,110.0,2,27,4.96,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,0,0,7,1,52.3609,4.90943,2,1.0,8,60.0,3,12,4.75,1,2.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,4,0,52.3754,4.86312,2,1.0,32,200.0,3,28,4.85,0,0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,5,1,52.3484,4.84806,2,1.0,31,150.0,10,5,4.8,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,0,0,4,1,52.35524,4.9956,6,3.5,19,210.0,5,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,1,2,0,52.359,4.90816,2,1.0,22,250.0,3,10,5.0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,1,2,5,0,52.3761,4.89864,2,1.0,18,85.0,3,157,4.84,1,2.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,21,4,1,52.36687,4.85992,2,1.0,7,76.0,1,19,4.05,1,1.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,2,7,1,52.37502,4.88457,4,1.5,25,250.0,2,13,4.85,0,0.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,6,1,52.36919,4.86663,4,1.5,27,220.0,2,38,4.87,1,0.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,4,1,52.35852,4.93452,4,1.5,35,200.0,3,12,5.0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2011,1,0,8,1,52.36464,4.87741,2,1.0,33,50.0,2,310,4.85,1,5.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1,1,8,1,52.36535,4.91911,4,1.0,26,123.0,1,45,4.8,0,0.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,8,7,1,52.35722,4.89066,2,1.0,17,147.0,2,11,4.27,0,9.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,2,5,1,52.33193,4.87475,1,1.0,23,59.0,2,8,3.88,1,1.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,1,6,1,52.36625,4.91226,2,1.0,11,190.0,2,1,5.0,0,0.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,1,1,7,1,52.38543,4.86965,4,1.5,42,300.0,2,18,4.89,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,1,0,5,1,52.39203,4.93104,4,1.0,53,125.0,3,16,4.94,1,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2013,0,7,5,1,52.37613,4.89479,4,1.0,31,128.0,1,92,4.62,0,1.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,5,1,52.35926,4.92586,2,1.0,22,199.0,3,44,4.88,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2021,1,1,2,0,52.32236,4.88164,2,1.0,19,79.0,1,19,4.89,1,3.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,2,8,1,52.3513,4.84865,4,1.5,27,160.0,2,18,4.83,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013,0,1,4,1,52.36992,4.85379,2,1.0,6,103.0,3,35,4.85,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,1,0,2,1,52.3601,4.88193,4,1.0,37,208.0,1,9,5.0,1,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2013,0,5,3,0,52.35373,4.88715,2,1.0,12,85.0,20,1,5.0,0,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,1,1,7,1,52.3619,4.90392,2,1.0,29,160.0,2,41,4.95,1,1.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,3,0,52.34735,4.90411,4,1.5,33,260.0,3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,1,7,1,52.3752,4.84719,2,1.0,45,161.0,3,16,5.0,0,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,18,4,1,52.38416,4.8868,2,1.5,31,100.0,7,1,5.0,0,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,1,2,0,52.36451,4.93759,2,1.0,29,90.0,2,23,4.68,1,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017,0,1,6,1,52.37177,4.87368,2,1.5,54,115.0,28,5,5.0,0,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,1,8,1,52.37734,4.89083,4,1.0,15,275.0,2,5,4.8,0,0.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,1,7,1,52.35145,5.01478,2,1.0,24,55.0,2,12,5.0,1,2.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,1,3,0,52.36004,4.85431,3,1.5,15,95.0,1,2,5.0,0,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,1,4,0,52.40793,4.90264,3,1.0,35,75.0,2,245,4.88,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2012,1,0,6,1,52.36112,4.89632,4,1.0,43,235.0,3,123,4.89,0,1.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,1,8,1,52.36116,4.86508,2,1.0,34,114.0,3,34,4.88,0,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,2,6,1,52.36733,4.92055,16,2.5,25,707.0,2,99,4.88,0,0.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,2,7,1,52.36264,4.92591,2,1.5,34,85.0,1,76,4.97,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013,1,3,10,1,52.35719,4.92193,2,1.5,37,140.0,1,124,4.85,1,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2011,0,3,8,1,52.38259,4.88534,2,1.0,17,150.0,2,12,4.83,0,0.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,0,2,2,1,52.37618,4.88012,2,1.5,16,175.0,1,11,5.0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,2,8,1,52.38355,4.90951,2,1.0,26,88.0,2,597,4.8,1,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2014,0,0,4,1,52.35769,4.92358,2,1.0,12,120.0,5,1,5.0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,0,1,5,1,52.33318,4.87411,4,1.5,45,250.0,5,8,4.88,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,0,4,2,0,52.35941,4.8784,2,1.0,17,91.0,1,3,4.0,1,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2015,0,1,9,1,52.34666,4.88879,4,1.0,36,275.0,2,18,5.0,0,0.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,1,3,1,52.36415,4.88719,1,1.0,26,120.0,29,2,5.0,0,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,0,0,2,0,52.38205,4.85851,2,1.0,10,90.0,10,1,2.0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,1,3,9,1,52.42379,4.88851,3,1.5,46,74.0,3,330,4.57,1,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020,0,9,7,1,52.3758,4.84539,6,2.0,39,187.0,1,126,4.74,1,14.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,21,4,1,52.36508,4.86037,2,0.0,12,68.0,1,30,4.23,1,2.83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,1,2,6,1,52.35498,4.89976,4,1.5,38,163.0,4,16,4.94,1,0.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,2,7,1,52.34157,4.90595,2,1.0,19,80.0,3,35,4.54,1,1.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,1,0,5,1,52.37023,4.88183,2,1.0,27,149.0,1,39,5.0,0,2.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,1,3,8,1,52.37204,4.89629,2,1.0,23,74.0,2,142,4.7,1,3.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,2,5,1,52.36894,4.89988,2,1.5,12,137.0,2,7,5.0,0,1.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,1,3,0,52.38594,4.91714,4,1.5,6,90.0,3,12,4.92,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,0,1,6,1,52.36662,4.89069,2,1.0,42,96.0,2,56,4.98,1,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,7,1,52.35157,4.84712,2,1.5,30,84.0,2,12,5.0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2015,0,1,4,1,52.35727,4.87465,2,1.5,42,200.0,3,28,4.86,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2016,1,0,5,1,52.37022,4.87201,2,1.0,17,56.0,1,29,4.86,0,7.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,5,1,52.37007,4.93717,4,1.0,26,100.0,3,37,4.95,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,0,0,3,0,52.3744,4.87698,4,1.0,19,250.0,1,1,5.0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,1,6,0,52.36839,4.85363,2,1.5,31,96.0,2,20,4.84,0,0.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,4,1,52.36182,4.90581,2,1.0,31,149.0,5,23,4.77,0,0.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,1,8,1,52.37648,4.94021,2,1.0,32,76.0,2,221,4.95,1,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2012,0,1,8,1,52.3395,4.84898,4,1.0,38,125.0,2,302,4.77,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,0,1,4,1,52.37159,4.88146,4,1.5,16,414.0,4,50,4.92,0,0.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,6,1,52.35098,4.8861,2,1.0,30,153.0,7,33,4.81,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2019,1,2,5,1,52.37172,4.93748,2,1.5,39,93.0,1,43,4.91,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019,0,12,2,1,52.38516,4.90316,2,1.0,6,108.0,1,53,4.42,1,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2013,0,1,6,1,52.36091,4.82665,6,3.5,17,235.0,5,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2009,0,1,4,1,52.36212,4.90231,2,1.0,28,95.0,4,4,5.0,1,0.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,1,5,1,52.37379,4.89689,4,1.0,12,240.0,2,24,4.88,1,0.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,6,7,1,52.38408,4.88044,2,1.0,18,100.0,2,32,4.69,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,0,2,3,0,52.3666,4.87301,2,1.0,32,100.0,2,6,5.0,0,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,1,7,1,52.36249,4.90725,2,1.5,30,164.0,2,21,4.86,0,0.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,2,7,1,52.36253,4.93362,2,1.0,30,71.0,1,12,4.92,1,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,7,1,52.34087,4.90034,2,1.0,25,100.0,4,94,4.72,0,1.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,0,2,1,52.36026,4.895207,2,1.0,23,75.0,3,170,4.71,1,2.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1,1,8,1,52.35698,4.89964,4,1.0,21,250.0,2,23,4.91,1,0.51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,3,0,52.38434,4.87099,2,1.0,11,80.0,10,5,4.4,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,0,1,8,1,52.35373,4.85667,4,1.5,23,175.0,4,2,4.5,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2012,0,1,9,1,52.38411,4.8846,2,1.0,41,193.0,5,19,4.63,0,0.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,1,5,1,52.36874,4.86693,4,2.5,30,300.0,2,4,5.0,0,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,1,1,2,0,52.32218,4.882,2,1.0,19,79.0,1,23,4.7,1,4.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,0,5,1,52.36924,4.86025,8,2.0,68,325.0,3,48,4.65,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,0,4,1,52.35998,4.92354,2,1.0,15,80.0,2,14,4.93,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015,0,1,4,1,52.34451,4.86411,2,1.0,18,190.0,5,74,4.97,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013,1,3,8,1,52.35896,4.81951,2,1.0,27,80.0,2,225,4.9,1,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016,0,2,5,1,52.38603,4.91951,1,1.5,6,42.0,1,7,5.0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018,0,1,7,1,52.35685,4.89652,3,1.5,22,120.0,2,141,4.86,0,3.57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,1,8,1,52.35725,4.89425,4,1.0,14,214.0,2,166,4.24,0,3.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,1,5,1,52.37823,4.8593,3,1.0,37,100.0,2,8,5.0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,4,1,52.37455,4.92243,2,1.5,36,190.0,4,10,5.0,0,0.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,0,6,1,52.3569,4.88719,3,1.0,39,179.0,3,4,5.0,0,0.59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,1,6,1,52.35412,4.89504,2,1.5,26,71.0,1,304,4.83,1,4.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
